,year,sex,country,cause_death_code,age,age_range,count_deaths
109,2011,Male,Belarus,1101,Deaths12,30-34 years,166
110,2011,Male,Belarus,1101,Deaths13,35-39 years,156
111,2011,Male,Belarus,1101,Deaths14,40-44 years,157
112,2011,Male,Belarus,1101,Deaths15,45-49 years,193
113,2011,Male,Belarus,1101,Deaths16,50-54 years,224
114,2011,Male,Belarus,1101,Deaths17,55-59 years,161
115,2011,Male,Belarus,1103,Deaths10,20-24 years,128
116,2011,Male,Belarus,1103,Deaths11,25-29 years,222
117,2011,Male,Belarus,1103,Deaths12,30-34 years,312
118,2011,Male,Belarus,1103,Deaths13,35-39 years,407
119,2011,Male,Belarus,1103,Deaths14,40-44 years,501
120,2011,Male,Belarus,1103,Deaths15,45-49 years,625
121,2011,Male,Belarus,1103,Deaths16,50-54 years,864
122,2011,Male,Belarus,1103,Deaths17,55-59 years,638
123,2011,Male,Belarus,1103,Deaths18,60-64 years,553
124,2011,Male,Belarus,1103,Deaths19,65-69 years,208
125,2011,Male,Belarus,1103,Deaths20,70-74 years,164
126,2011,Male,Belarus,1103,Deaths21,75-79 years,102
127,2011,Female,Belarus,1103,Deaths15,45-49 years,109
128,2011,Female,Belarus,1103,Deaths16,50-54 years,215
129,2011,Female,Belarus,1103,Deaths17,55-59 years,238
130,2011,Female,Belarus,1103,Deaths18,60-64 years,158
131,2011,Female,Belarus,1103,Deaths20,70-74 years,106
132,2010,Male,Kazakhstan,1095,Deaths2,0 year,129
133,2010,Male,Kazakhstan,1095,Deaths7,5-9 years,164
134,2010,Male,Kazakhstan,1095,Deaths8,10-14 years,176
135,2010,Male,Kazakhstan,1095,Deaths9,15-19 years,576
136,2010,Male,Kazakhstan,1095,Deaths10,20-24 years,1247
137,2010,Male,Kazakhstan,1095,Deaths11,25-29 years,1514
138,2010,Male,Kazakhstan,1095,Deaths12,30-34 years,1590
139,2010,Male,Kazakhstan,1095,Deaths13,35-39 years,1526
140,2010,Male,Kazakhstan,1095,Deaths14,40-44 years,1424
141,2010,Male,Kazakhstan,1095,Deaths15,45-49 years,1517
142,2010,Male,Kazakhstan,1095,Deaths16,50-54 years,1258
143,2010,Male,Kazakhstan,1095,Deaths17,55-59 years,902
144,2010,Male,Kazakhstan,1095,Deaths18,60-64 years,586
145,2010,Male,Kazakhstan,1095,Deaths19,65-69 years,319
146,2010,Male,Kazakhstan,1095,Deaths20,70-74 years,317
147,2010,Male,Kazakhstan,1095,Deaths21,75-79 years,144
148,2010,Male,Kazakhstan,1095,IM_Deaths1,,129
149,2010,Female,Kazakhstan,1095,Deaths2,0 year,113
150,2010,Female,Kazakhstan,1095,Deaths9,15-19 years,260
151,2010,Female,Kazakhstan,1095,Deaths10,20-24 years,313
152,2010,Female,Kazakhstan,1095,Deaths11,25-29 years,288
153,2010,Female,Kazakhstan,1095,Deaths12,30-34 years,298
154,2010,Female,Kazakhstan,1095,Deaths13,35-39 years,311
155,2010,Female,Kazakhstan,1095,Deaths14,40-44 years,300
156,2010,Female,Kazakhstan,1095,Deaths15,45-49 years,317
157,2010,Female,Kazakhstan,1095,Deaths16,50-54 years,319
158,2010,Female,Kazakhstan,1095,Deaths17,55-59 years,308
159,2010,Female,Kazakhstan,1095,Deaths18,60-64 years,214
160,2010,Female,Kazakhstan,1095,Deaths19,65-69 years,117
161,2010,Female,Kazakhstan,1095,Deaths20,70-74 years,183
162,2010,Female,Kazakhstan,1095,Deaths21,75-79 years,116
163,2010,Female,Kazakhstan,1095,IM_Deaths1,,113
164,2010,Male,Kazakhstan,1096,Deaths9,15-19 years,141
165,2010,Male,Kazakhstan,1096,Deaths10,20-24 years,291
166,2010,Male,Kazakhstan,1096,Deaths11,25-29 years,339
167,2010,Male,Kazakhstan,1096,Deaths12,30-34 years,289
168,2010,Male,Kazakhstan,1096,Deaths13,35-39 years,274
169,2010,Male,Kazakhstan,1096,Deaths14,40-44 years,246
170,2010,Male,Kazakhstan,1096,Deaths15,45-49 years,233
171,2010,Male,Kazakhstan,1096,Deaths16,50-54 years,172
172,2010,Male,Kazakhstan,1096,Deaths17,55-59 years,122
173,2010,Male,Kazakhstan,1100,Deaths11,25-29 years,160
174,2010,Male,Kazakhstan,1100,Deaths12,30-34 years,210
175,2010,Male,Kazakhstan,1100,Deaths13,35-39 years,208
176,2010,Male,Kazakhstan,1100,Deaths14,40-44 years,204
177,2010,Male,Kazakhstan,1100,Deaths15,45-49 years,232
178,2010,Male,Kazakhstan,1100,Deaths16,50-54 years,210
179,2010,Male,Kazakhstan,1100,Deaths17,55-59 years,147
180,2010,Male,Kazakhstan,1101,Deaths9,15-19 years,184
181,2010,Male,Kazakhstan,1101,Deaths10,20-24 years,344
182,2010,Male,Kazakhstan,1101,Deaths11,25-29 years,414
183,2010,Male,Kazakhstan,1101,Deaths12,30-34 years,394
184,2010,Male,Kazakhstan,1101,Deaths13,35-39 years,308
185,2010,Male,Kazakhstan,1101,Deaths14,40-44 years,303
186,2010,Male,Kazakhstan,1101,Deaths15,45-49 years,293
187,2010,Male,Kazakhstan,1101,Deaths16,50-54 years,214
188,2010,Male,Kazakhstan,1101,Deaths17,55-59 years,167
189,2010,Female,Kazakhstan,1101,Deaths9,15-19 years,107
190,2010,Male,Kazakhstan,1102,Deaths10,20-24 years,132
191,2010,Male,Kazakhstan,1102,Deaths11,25-29 years,124
192,2010,Male,Kazakhstan,1102,Deaths12,30-34 years,157
193,2010,Male,Kazakhstan,1102,Deaths13,35-39 years,160
194,2010,Male,Kazakhstan,1102,Deaths14,40-44 years,142
195,2010,Male,Kazakhstan,1102,Deaths15,45-49 years,144
196,2010,Male,Kazakhstan,1102,Deaths16,50-54 years,101
197,2010,Male,Kazakhstan,1103,Deaths2,0 year,100
198,2010,Male,Kazakhstan,1103,Deaths10,20-24 years,268
199,2010,Male,Kazakhstan,1103,Deaths11,25-29 years,306
200,2010,Male,Kazakhstan,1103,Deaths12,30-34 years,372
201,2010,Male,Kazakhstan,1103,Deaths13,35-39 years,416
202,2010,Male,Kazakhstan,1103,Deaths14,40-44 years,409
203,2010,Male,Kazakhstan,1103,Deaths15,45-49 years,471
204,2010,Male,Kazakhstan,1103,Deaths16,50-54 years,453
205,2010,Male,Kazakhstan,1103,Deaths17,55-59 years,335
206,2010,Male,Kazakhstan,1103,Deaths18,60-64 years,218
207,2010,Male,Kazakhstan,1103,Deaths19,65-69 years,105
208,2010,Male,Kazakhstan,1103,Deaths20,70-74 years,117
209,2010,Male,Kazakhstan,1103,IM_Deaths1,,100
210,2010,Female,Kazakhstan,1103,Deaths15,45-49 years,110
211,2010,Female,Kazakhstan,1103,Deaths16,50-54 years,115
212,2011,Male,Kazakhstan,1095,Deaths2,0 year,113
213,2011,Male,Kazakhstan,1095,Deaths7,5-9 years,117
214,2011,Male,Kazakhstan,1095,Deaths8,10-14 years,139
215,2011,Male,Kazakhstan,1095,Deaths9,15-19 years,470
216,2011,Male,Kazakhstan,1095,Deaths10,20-24 years,1249
217,2011,Male,Kazakhstan,1095,Deaths11,25-29 years,1308
218,2011,Male,Kazakhstan,1095,Deaths12,30-34 years,1582
219,2011,Male,Kazakhstan,1095,Deaths13,35-39 years,1447
220,2011,Male,Kazakhstan,1095,Deaths14,40-44 years,1337
221,2011,Male,Kazakhstan,1095,Deaths15,45-49 years,1405
222,2011,Male,Kazakhstan,1095,Deaths16,50-54 years,1277
223,2011,Male,Kazakhstan,1095,Deaths17,55-59 years,923
224,2011,Male,Kazakhstan,1095,Deaths18,60-64 years,650
225,2011,Male,Kazakhstan,1095,Deaths19,65-69 years,244
226,2011,Male,Kazakhstan,1095,Deaths20,70-74 years,318
227,2011,Male,Kazakhstan,1095,Deaths21,75-79 years,141
228,2011,Male,Kazakhstan,1095,IM_Deaths1,,113
229,2011,Female,Kazakhstan,1095,Deaths2,0 year,113
230,2011,Female,Kazakhstan,1095,Deaths9,15-19 years,238
231,2011,Female,Kazakhstan,1095,Deaths10,20-24 years,292
232,2011,Female,Kazakhstan,1095,Deaths11,25-29 years,259
233,2011,Female,Kazakhstan,1095,Deaths12,30-34 years,288
234,2011,Female,Kazakhstan,1095,Deaths13,35-39 years,307
235,2011,Female,Kazakhstan,1095,Deaths14,40-44 years,318
236,2011,Female,Kazakhstan,1095,Deaths15,45-49 years,311
237,2011,Female,Kazakhstan,1095,Deaths16,50-54 years,329
238,2011,Female,Kazakhstan,1095,Deaths17,55-59 years,320
239,2011,Female,Kazakhstan,1095,Deaths18,60-64 years,221
240,2011,Female,Kazakhstan,1095,Deaths19,65-69 years,123
241,2011,Female,Kazakhstan,1095,Deaths20,70-74 years,155
242,2011,Female,Kazakhstan,1095,Deaths21,75-79 years,104
243,2011,Female,Kazakhstan,1095,IM_Deaths1,,113
244,2011,Male,Kazakhstan,1096,Deaths9,15-19 years,116
245,2011,Male,Kazakhstan,1096,Deaths10,20-24 years,334
246,2011,Male,Kazakhstan,1096,Deaths11,25-29 years,278
247,2011,Male,Kazakhstan,1096,Deaths12,30-34 years,283
248,2011,Male,Kazakhstan,1096,Deaths13,35-39 years,227
249,2011,Male,Kazakhstan,1096,Deaths14,40-44 years,221
250,2011,Male,Kazakhstan,1096,Deaths15,45-49 years,225
251,2011,Male,Kazakhstan,1096,Deaths16,50-54 years,164
252,2011,Male,Kazakhstan,1096,Deaths17,55-59 years,108
253,2011,Female,Kazakhstan,1096,Deaths10,20-24 years,101
254,2011,Male,Kazakhstan,1100,Deaths11,25-29 years,111
255,2011,Male,Kazakhstan,1100,Deaths12,30-34 years,183
256,2011,Male,Kazakhstan,1100,Deaths13,35-39 years,204
257,2011,Male,Kazakhstan,1100,Deaths14,40-44 years,167
258,2011,Male,Kazakhstan,1100,Deaths15,45-49 years,176
259,2011,Male,Kazakhstan,1100,Deaths16,50-54 years,182
260,2011,Male,Kazakhstan,1100,Deaths17,55-59 years,164
261,2011,Male,Kazakhstan,1100,Deaths18,60-64 years,113
262,2011,Male,Kazakhstan,1101,Deaths9,15-19 years,147
263,2011,Male,Kazakhstan,1101,Deaths10,20-24 years,346
264,2011,Male,Kazakhstan,1101,Deaths11,25-29 years,382
265,2011,Male,Kazakhstan,1101,Deaths12,30-34 years,396
266,2011,Male,Kazakhstan,1101,Deaths13,35-39 years,335
267,2011,Male,Kazakhstan,1101,Deaths14,40-44 years,270
268,2011,Male,Kazakhstan,1101,Deaths15,45-49 years,238
269,2011,Male,Kazakhstan,1101,Deaths16,50-54 years,219
270,2011,Male,Kazakhstan,1101,Deaths17,55-59 years,159
271,2011,Male,Kazakhstan,1101,Deaths18,60-64 years,105
272,2011,Male,Kazakhstan,1102,Deaths10,20-24 years,136
273,2011,Male,Kazakhstan,1102,Deaths11,25-29 years,148
274,2011,Male,Kazakhstan,1102,Deaths12,30-34 years,180
275,2011,Male,Kazakhstan,1102,Deaths13,35-39 years,131
276,2011,Male,Kazakhstan,1102,Deaths14,40-44 years,146
277,2011,Male,Kazakhstan,1102,Deaths15,45-49 years,137
278,2011,Male,Kazakhstan,1102,Deaths16,50-54 years,123
279,2011,Male,Kazakhstan,1103,Deaths10,20-24 years,241
280,2011,Male,Kazakhstan,1103,Deaths11,25-29 years,278
281,2011,Male,Kazakhstan,1103,Deaths12,30-34 years,421
282,2011,Male,Kazakhstan,1103,Deaths13,35-39 years,396
283,2011,Male,Kazakhstan,1103,Deaths14,40-44 years,405
284,2011,Male,Kazakhstan,1103,Deaths15,45-49 years,501
285,2011,Male,Kazakhstan,1103,Deaths16,50-54 years,459
286,2011,Male,Kazakhstan,1103,Deaths17,55-59 years,335
287,2011,Male,Kazakhstan,1103,Deaths18,60-64 years,239
288,2011,Male,Kazakhstan,1103,Deaths20,70-74 years,108
289,2011,Female,Kazakhstan,1103,Deaths15,45-49 years,107
290,2011,Female,Kazakhstan,1103,Deaths16,50-54 years,107
291,2011,Female,Kazakhstan,1103,Deaths17,55-59 years,113
292,2012,Male,Kazakhstan,1095,Deaths2,0 year,123
293,2012,Male,Kazakhstan,1095,Deaths7,5-9 years,147
294,2012,Male,Kazakhstan,1095,Deaths8,10-14 years,153
295,2012,Male,Kazakhstan,1095,Deaths9,15-19 years,480
296,2012,Male,Kazakhstan,1095,Deaths10,20-24 years,1121
297,2012,Male,Kazakhstan,1095,Deaths11,25-29 years,1446
298,2012,Male,Kazakhstan,1095,Deaths12,30-34 years,1429
299,2012,Male,Kazakhstan,1095,Deaths13,35-39 years,1444
300,2012,Male,Kazakhstan,1095,Deaths14,40-44 years,1383
301,2012,Male,Kazakhstan,1095,Deaths15,45-49 years,1232
302,2012,Male,Kazakhstan,1095,Deaths16,50-54 years,1256
303,2012,Male,Kazakhstan,1095,Deaths17,55-59 years,948
304,2012,Male,Kazakhstan,1095,Deaths18,60-64 years,645
305,2012,Male,Kazakhstan,1095,Deaths19,65-69 years,269
306,2012,Male,Kazakhstan,1095,Deaths20,70-74 years,324
307,2012,Male,Kazakhstan,1095,Deaths21,75-79 years,151
308,2012,Male,Kazakhstan,1095,IM_Deaths1,,123
309,2012,Female,Kazakhstan,1095,Deaths9,15-19 years,186
310,2012,Female,Kazakhstan,1095,Deaths10,20-24 years,246
311,2012,Female,Kazakhstan,1095,Deaths11,25-29 years,263
312,2012,Female,Kazakhstan,1095,Deaths12,30-34 years,299
313,2012,Female,Kazakhstan,1095,Deaths13,35-39 years,303
314,2012,Female,Kazakhstan,1095,Deaths14,40-44 years,291
315,2012,Female,Kazakhstan,1095,Deaths15,45-49 years,283
316,2012,Female,Kazakhstan,1095,Deaths16,50-54 years,313
317,2012,Female,Kazakhstan,1095,Deaths17,55-59 years,243
318,2012,Female,Kazakhstan,1095,Deaths18,60-64 years,234
319,2012,Female,Kazakhstan,1095,Deaths19,65-69 years,117
320,2012,Female,Kazakhstan,1095,Deaths20,70-74 years,174
321,2012,Female,Kazakhstan,1095,Deaths21,75-79 years,111
322,2012,Male,Kazakhstan,1096,Deaths9,15-19 years,108
323,2012,Male,Kazakhstan,1096,Deaths10,20-24 years,303
324,2012,Male,Kazakhstan,1096,Deaths11,25-29 years,346
325,2012,Male,Kazakhstan,1096,Deaths12,30-34 years,256
326,2012,Male,Kazakhstan,1096,Deaths13,35-39 years,253
327,2012,Male,Kazakhstan,1096,Deaths14,40-44 years,215
328,2012,Male,Kazakhstan,1096,Deaths15,45-49 years,202
329,2012,Male,Kazakhstan,1096,Deaths16,50-54 years,191
330,2012,Male,Kazakhstan,1096,Deaths17,55-59 years,150
331,2012,Male,Kazakhstan,1100,Deaths11,25-29 years,126
332,2012,Male,Kazakhstan,1100,Deaths12,30-34 years,178
333,2012,Male,Kazakhstan,1100,Deaths13,35-39 years,188
334,2012,Male,Kazakhstan,1100,Deaths14,40-44 years,177
335,2012,Male,Kazakhstan,1100,Deaths15,45-49 years,143
336,2012,Male,Kazakhstan,1100,Deaths16,50-54 years,203
337,2012,Male,Kazakhstan,1100,Deaths17,55-59 years,160
338,2012,Male,Kazakhstan,1100,Deaths18,60-64 years,113
339,2012,Male,Kazakhstan,1101,Deaths9,15-19 years,139
340,2012,Male,Kazakhstan,1101,Deaths10,20-24 years,287
341,2012,Male,Kazakhstan,1101,Deaths11,25-29 years,387
342,2012,Male,Kazakhstan,1101,Deaths12,30-34 years,329
343,2012,Male,Kazakhstan,1101,Deaths13,35-39 years,351
344,2012,Male,Kazakhstan,1101,Deaths14,40-44 years,297
345,2012,Male,Kazakhstan,1101,Deaths15,45-49 years,218
346,2012,Male,Kazakhstan,1101,Deaths16,50-54 years,208
347,2012,Male,Kazakhstan,1101,Deaths17,55-59 years,145
348,2012,Male,Kazakhstan,1101,Deaths18,60-64 years,112
349,2012,Male,Kazakhstan,1102,Deaths10,20-24 years,104
350,2012,Male,Kazakhstan,1102,Deaths11,25-29 years,136
351,2012,Male,Kazakhstan,1102,Deaths12,30-34 years,145
352,2012,Male,Kazakhstan,1102,Deaths13,35-39 years,156
353,2012,Male,Kazakhstan,1102,Deaths14,40-44 years,139
354,2012,Male,Kazakhstan,1102,Deaths15,45-49 years,145
355,2012,Male,Kazakhstan,1103,Deaths10,20-24 years,249
356,2012,Male,Kazakhstan,1103,Deaths11,25-29 years,327
357,2012,Male,Kazakhstan,1103,Deaths12,30-34 years,380
358,2012,Male,Kazakhstan,1103,Deaths13,35-39 years,387
359,2012,Male,Kazakhstan,1103,Deaths14,40-44 years,424
360,2012,Male,Kazakhstan,1103,Deaths15,45-49 years,422
361,2012,Male,Kazakhstan,1103,Deaths16,50-54 years,448
362,2012,Male,Kazakhstan,1103,Deaths17,55-59 years,348
363,2012,Male,Kazakhstan,1103,Deaths18,60-64 years,229
364,2012,Male,Kazakhstan,1103,Deaths20,70-74 years,109
365,2010,Male,Russian Federation,1095,Deaths2,0 year,468
366,2010,Male,Russian Federation,1095,Deaths3,1 year,245
367,2010,Male,Russian Federation,1095,Deaths4,2 years,203
368,2010,Male,Russian Federation,1095,Deaths5,3 years,170
369,2010,Male,Russian Federation,1095,Deaths6,4 years,151
370,2010,Male,Russian Federation,1095,Deaths7,5-9 years,674
371,2010,Male,Russian Federation,1095,Deaths8,10-14 years,825
372,2010,Male,Russian Federation,1095,Deaths9,15-19 years,3990
373,2010,Male,Russian Federation,1095,Deaths10,20-24 years,11542
374,2010,Male,Russian Federation,1095,Deaths11,25-29 years,15817
375,2010,Male,Russian Federation,1095,Deaths12,30-34 years,17407
376,2010,Male,Russian Federation,1095,Deaths13,35-39 years,16307
377,2010,Male,Russian Federation,1095,Deaths14,40-44 years,14977
378,2010,Male,Russian Federation,1095,Deaths15,45-49 years,18448
379,2010,Male,Russian Federation,1095,Deaths16,50-54 years,19508
380,2010,Male,Russian Federation,1095,Deaths17,55-59 years,16178
381,2010,Male,Russian Federation,1095,Deaths18,60-64 years,10596
382,2010,Male,Russian Federation,1095,Deaths19,65-69 years,4740
383,2010,Male,Russian Federation,1095,Deaths20,70-74 years,6445
384,2010,Male,Russian Federation,1095,Deaths21,75-79 years,3186
385,2010,Male,Russian Federation,1095,Deaths22,80-84 years,2101
386,2010,Male,Russian Federation,1095,Deaths23,85-89 years,691
387,2010,Male,Russian Federation,1095,Deaths26,Unspecified,2391
388,2010,Male,Russian Federation,1095,IM_Deaths1,,468
389,2010,Female,Russian Federation,1095,Deaths2,0 year,378
390,2010,Female,Russian Federation,1095,Deaths3,1 year,199
391,2010,Female,Russian Federation,1095,Deaths4,2 years,136
392,2010,Female,Russian Federation,1095,Deaths5,3 years,116
393,2010,Female,Russian Federation,1095,Deaths7,5-9 years,358
394,2010,Female,Russian Federation,1095,Deaths8,10-14 years,449
395,2010,Female,Russian Federation,1095,Deaths9,15-19 years,1442
396,2010,Female,Russian Federation,1095,Deaths10,20-24 years,2427
397,2010,Female,Russian Federation,1095,Deaths11,25-29 years,3079
398,2010,Female,Russian Federation,1095,Deaths12,30-34 years,3368
399,2010,Female,Russian Federation,1095,Deaths13,35-39 years,3392
400,2010,Female,Russian Federation,1095,Deaths14,40-44 years,3371
401,2010,Female,Russian Federation,1095,Deaths15,45-49 years,4196
402,2010,Female,Russian Federation,1095,Deaths16,50-54 years,4801
403,2010,Female,Russian Federation,1095,Deaths17,55-59 years,4794
404,2010,Female,Russian Federation,1095,Deaths18,60-64 years,3415
405,2010,Female,Russian Federation,1095,Deaths19,65-69 years,2159
406,2010,Female,Russian Federation,1095,Deaths20,70-74 years,3569
407,2010,Female,Russian Federation,1095,Deaths21,75-79 years,2713
408,2010,Female,Russian Federation,1095,Deaths22,80-84 years,2823
409,2010,Female,Russian Federation,1095,Deaths23,85-89 years,1947
410,2010,Female,Russian Federation,1095,Deaths26,Unspecified,585
411,2010,Female,Russian Federation,1095,IM_Deaths1,,378
412,2010,Male,Russian Federation,1096,Deaths7,5-9 years,159
413,2010,Male,Russian Federation,1096,Deaths8,10-14 years,190
414,2010,Male,Russian Federation,1096,Deaths9,15-19 years,1053
415,2010,Male,Russian Federation,1096,Deaths10,20-24 years,2824
416,2010,Male,Russian Federation,1096,Deaths11,25-29 years,2961
417,2010,Male,Russian Federation,1096,Deaths12,30-34 years,2393
418,2010,Male,Russian Federation,1096,Deaths13,35-39 years,1996
419,2010,Male,Russian Federation,1096,Deaths14,40-44 years,1680
420,2010,Male,Russian Federation,1096,Deaths15,45-49 years,1866
421,2010,Male,Russian Federation,1096,Deaths16,50-54 years,1811
422,2010,Male,Russian Federation,1096,Deaths17,55-59 years,1308
423,2010,Male,Russian Federation,1096,Deaths18,60-64 years,842
424,2010,Male,Russian Federation,1096,Deaths19,65-69 years,384
425,2010,Male,Russian Federation,1096,Deaths20,70-74 years,593
426,2010,Male,Russian Federation,1096,Deaths21,75-79 years,294
427,2010,Male,Russian Federation,1096,Deaths22,80-84 years,209
428,2010,Male,Russian Federation,1096,Deaths26,Unspecified,218
429,2010,Female,Russian Federation,1096,Deaths8,10-14 years,127
430,2010,Female,Russian Federation,1096,Deaths9,15-19 years,506
431,2010,Female,Russian Federation,1096,Deaths10,20-24 years,719
432,2010,Female,Russian Federation,1096,Deaths11,25-29 years,654
433,2010,Female,Russian Federation,1096,Deaths12,30-34 years,560
434,2010,Female,Russian Federation,1096,Deaths13,35-39 years,507
435,2010,Female,Russian Federation,1096,Deaths14,40-44 years,461
